"planning_unit","solution"
0,0
1,0
2,0
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,0
11,0
12,0
13,1
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,1
25,0
26,1
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,1
36,0
37,0
38,0
39,0
40,1
41,0
42,0
43,1
44,0
45,0
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,1
56,0
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,0
67,0
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,1
76,1
77,1
78,1
79,0
80,1
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,1
89,0
90,0
91,0
92,1
93,0
94,0
95,1
96,1
97,0
98,1
99,0
100,1
101,0
102,1
103,1
104,0
105,0
106,0
107,1
108,1
109,1
110,0
111,1
112,1
113,0
114,1
115,0
116,1
117,0
118,0
119,0
120,0
121,0
122,0
123,1
124,0
125,1
126,0
127,0
128,1
129,1
130,1
131,1
132,1
133,0
134,0
135,0
136,1
137,1
138,0
139,0
140,1
141,1
142,0
143,1
144,0
145,0
146,1
147,0
148,1
149,1
150,0
151,1
152,1
153,1
154,1
155,0
156,0
157,1
158,0
159,0
160,1
161,1
162,1
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,1
171,0
172,1
173,1
174,0
175,0
176,0
177,1
178,1
179,1
180,0
181,0
182,1
183,1
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,1
192,1
193,0
194,0
195,0
196,1
197,1
198,0
199,0
200,1
201,0
202,0
203,0
204,0
205,1
206,1
207,0
208,0
209,1
210,1
211,0
212,0
213,0
214,1
215,1
216,1
217,0
218,0
219,1
220,1
221,1
222,1
223,0
224,1
225,1
226,1
227,1
228,1
229,0
230,0
231,0
232,1
233,1
234,1
235,1
236,1
237,0
238,1
239,0
240,0
241,0
242,1
243,0
244,1
245,0
246,0
247,0
248,0
249,1
250,1
251,1
252,0
253,1
254,0
255,0
256,0
257,1
258,0
259,1
260,0
261,0
262,0
263,0
264,1
265,1
266,0
267,0
268,0
269,1
270,1
271,1
272,0
273,1
274,0
275,0
276,1
277,1
278,1
279,0
280,1
281,0
282,1
283,1
284,1
285,0
286,0
287,0
288,1
289,1
290,0
291,0
292,0
293,1
294,0
295,0
296,0
297,1
298,1
299,1
300,1
301,0
302,0
303,0
304,0
305,1
306,0
307,1
308,1
309,1
310,1
311,0
312,1
313,0
314,1
315,0
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,0
325,1
326,1
327,1
328,0
329,1
330,0
331,0
332,0
333,1
334,0
335,1
336,0
337,1
338,0
339,0
340,1
341,1
342,1
343,1
344,1
345,1
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,1
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,1
363,1
364,0
365,1
366,0
367,0
368,0
369,0
370,1
371,1
372,1
373,1
374,0
375,1
376,0
377,1
378,0
379,1
380,1
381,1
382,1
383,1
384,0
385,0
386,1
387,1
388,1
389,1
390,0
391,1
392,0
393,0
394,0
395,1
396,1
397,0
398,0
399,0
400,0
401,1
402,1
403,0
404,1
405,1
406,0
407,0
408,0
409,0
410,0
411,0
412,1
413,0
414,0
415,0
416,1
417,0
418,0
419,0
420,1
421,1
422,1
423,1
424,0
425,0
426,1
427,1
428,1
429,0
430,0
431,1
432,1
433,1
434,0
435,1
436,1
437,0
438,0
439,0
440,0
441,1
442,1
443,1
444,0
445,1
446,1
447,1
448,1
449,0
450,1
451,0
452,0
453,0
454,1
455,0
456,0
457,0
458,0
459,0
460,0
461,1
462,1
463,0
464,0
465,0
466,0
467,0
468,1
469,1
470,0
471,1
472,0
473,1
474,0
475,1
476,0
477,0
478,0
479,0
480,0
481,0
482,1
483,0
484,1
485,0
486,0
487,1
488,1
489,0
490,0
491,0
492,1
493,1
494,1
495,0
496,0
497,1
498,0
499,0
500,1
501,1
502,0
503,1
504,0
505,0
506,0
507,1
508,0
509,1
510,1
511,1
512,1
513,1
514,1
515,0
516,1
517,1
518,1
519,0
520,0
521,0
522,1
523,0
524,0
525,1
526,0
527,1
528,0
529,1
530,1
531,0
532,1
533,1
534,1
535,1
536,1
537,0
538,0
539,0
540,1
541,0
542,1
543,1
544,0
545,0
546,1
547,0
548,1
549,1
550,0
551,0
552,0
553,0
554,1
555,1
556,0
557,1
558,1
559,0
560,0
561,1
562,0
563,1
564,0
565,1
566,0
567,0
568,0
569,1
570,1
571,1
572,0
573,1
574,1
575,1
576,1
577,0
578,0
579,1
580,0
581,0
582,1
583,1
584,0
585,0
586,1
587,0
588,1
589,1
590,1
591,1
592,0
593,0
594,0
595,0
596,0
597,0
598,1
599,1
600,0
601,1
602,1
603,0
604,1
605,1
606,1
607,0
608,1
609,0
610,1
611,1
612,1
613,1
614,1
615,0
616,0
617,1
618,0
619,0
620,1
621,1
622,0
623,1
624,0
625,1
626,0
627,1
628,1
629,1
630,1
631,0
632,0
633,0
634,0
635,1
636,0
637,0
638,1
639,1
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,1
648,0
649,1
650,0
651,0
652,0
