"planning_unit","solution"
1,1
2,0
3,1
4,0
5,1
6,1
7,0
8,1
9,1
10,1
11,0
12,1
13,1
14,1
15,0
16,0
17,1
18,0
19,0
20,1
21,1
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,0
32,1
33,1
34,1
35,0
36,1
37,1
38,0
39,1
40,1
41,0
42,1
43,0
44,0
45,1
46,0
47,0
48,1
49,1
50,1
51,0
52,1
53,1
54,0
55,1
56,0
57,1
58,1
59,1
60,1
61,1
62,0
63,1
64,0
65,0
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,1
74,0
75,0
76,1
77,1
78,1
79,1
80,0
81,1
82,1
83,0
84,1
85,0
86,1
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,0
106,1
107,1
108,0
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,0
120,0
121,1
122,0
123,0
124,0
125,0
126,1
127,1
128,0
129,1
130,0
131,0
132,1
133,1
134,1
135,0
136,1
137,0
138,1
139,1
140,0
141,1
142,1
143,1
144,0
145,0
146,0
147,1
148,1
149,1
150,1
151,0
152,1
153,1
154,1
155,0
156,1
157,0
158,1
159,0
160,1
161,1
162,0
163,0
164,1
165,1
166,0
167,0
168,0
169,1
170,1
171,1
172,0
173,0
174,0
175,0
176,1
177,1
178,1
179,1
180,1
181,0
182,1
183,1
184,1
185,0
186,0
187,1
188,1
189,1
190,0
191,1
192,0
193,0
194,0
195,0
196,1
197,1
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,1
206,1
207,1
208,1
209,1
210,1
211,0
212,0
213,0
214,1
215,1
216,1
217,1
218,1
219,1
220,0
221,1
222,1
223,1
224,0
225,0
226,0
227,0
228,1
229,0
230,0
231,1
232,1
233,1
234,0
235,1
236,1
237,1
238,0
239,1
240,0
241,1
242,1
243,0
244,1
245,1
246,1
247,0
248,1
249,1
250,1
251,1
252,1
253,0
254,0
255,1
256,1
257,1
258,1
259,0
260,1
261,0
262,1
263,0
264,0
265,1
266,0
267,0
268,0
269,1
270,1
271,1
272,0
273,1
274,1
275,1
276,0
277,0
278,1
279,1
280,1
281,1
282,1
283,1
284,0
285,1
286,0
287,1
288,0
289,0
290,0
291,1
292,1
293,0
294,0
295,1
296,1
297,1
298,1
299,0
300,1
301,0
302,0
303,0
304,1
305,0
306,1
307,1
308,0
309,1
310,1
311,0
312,0
313,0
314,0
315,1
316,1
317,1
318,1
319,1
320,1
321,1
