"planning_unit","solution"
1,1
2,1
3,0
4,0
5,1
6,1
7,1
8,0
9,0
10,0
11,0
12,1
13,1
14,1
15,0
16,1
17,0
18,1
19,0
20,1
21,1
22,1
23,1
24,1
25,0
26,0
27,0
28,1
29,1
30,0
31,0
32,0
33,1
34,0
35,1
36,0
37,1
38,1
39,0
40,1
41,0
42,0
43,1
44,1
45,1
46,1
47,0
48,1
49,0
50,0
51,0
52,0
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,1
64,0
65,1
66,1
67,0
68,0
69,0
70,1
71,0
72,0
73,0
74,1
75,1
76,1
77,1
78,0
79,1
80,0
81,1
82,1
83,0
84,1
85,0
86,1
87,0
88,0
89,0
90,1
91,0
92,1
93,1
94,1
95,0
96,1
97,1
98,1
99,1
100,1
101,0
102,1
103,0
104,0
105,1
106,1
107,0
108,1
109,1
110,1
111,0
112,0
113,0
114,0
115,1
116,0
117,1
118,1
119,1
120,0
121,0
122,1
123,0
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,0
137,1
138,1
139,0
140,0
141,1
142,0
143,1
144,0
145,1
146,0
147,1
148,0
149,0
150,1
151,1
152,1
153,1
154,0
155,1
156,1
157,1
158,0
159,1
160,1
161,1
162,1
163,0
164,0
165,1
166,0
167,0
168,1
169,0
170,0
171,1
172,1
173,0
174,1
175,0
176,1
177,0
178,1
179,1
180,1
181,1
182,1
183,0
184,0
185,0
186,0
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,0
197,1
198,0
199,1
200,1
201,0
202,1
203,0
204,1
205,1
206,1
207,1
208,1
209,0
210,1
211,0
212,0
213,1
214,1
215,1
216,0
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,0
225,1
226,0
227,1
228,1
229,1
230,0
231,1
232,0
233,0
234,1
235,1
236,0
237,1
238,0
239,0
240,1
241,0
242,0
243,1
244,1
245,0
246,0
247,1
248,1
249,0
250,1
251,1
252,0
253,1
254,0
255,1
256,0
257,0
258,0
259,1
260,0
261,0
262,1
263,1
264,0
265,1
266,1
267,1
268,1
269,1
270,0
271,1
272,0
273,0
274,1
275,0
276,0
277,1
278,1
279,1
280,1
281,1
282,0
283,0
284,0
285,0
286,0
287,1
288,1
289,0
290,0
291,1
292,1
293,0
294,1
295,1
296,0
297,0
298,1
299,1
300,1
301,0
302,1
303,0
304,1
305,1
306,1
307,1
308,0
309,0
310,1
311,1
312,1
313,1
314,0
315,1
316,1
317,1
318,0
319,0
320,1
321,1
