"planning_unit","solution"
1,1
2,0
3,0
4,0
5,1
6,0
7,0
8,1
9,1
10,1
11,0
12,0
13,0
14,0
15,0
16,1
17,1
18,1
19,1
20,0
21,1
22,1
23,1
24,0
25,1
26,0
27,1
28,1
29,1
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,1
38,1
39,0
40,1
41,0
42,0
43,0
44,1
45,0
46,1
47,0
48,1
49,1
50,0
51,1
52,1
53,1
54,1
55,0
56,1
57,0
58,0
59,0
60,1
61,0
62,1
63,1
64,1
65,1
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,1
74,0
75,1
76,1
77,1
78,0
79,1
80,1
81,0
82,1
83,0
84,1
85,1
86,1
87,0
88,0
89,0
90,0
91,1
92,0
93,1
94,0
95,1
96,1
97,0
98,1
99,0
100,0
101,0
102,1
103,0
104,0
105,0
106,0
107,0
108,1
109,0
110,0
111,1
112,0
113,1
114,0
115,0
116,1
117,1
118,0
119,1
120,1
121,0
122,1
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,1
138,0
139,1
140,1
141,1
142,1
143,1
144,0
145,1
146,1
147,1
148,0
149,1
150,1
151,1
152,0
153,0
154,0
155,0
156,1
157,0
158,1
159,0
160,1
161,0
162,1
163,1
164,0
165,0
166,1
167,1
168,0
169,1
170,0
171,0
172,0
173,0
174,0
175,1
176,0
177,1
178,0
179,0
180,0
181,0
182,1
183,1
184,1
185,0
186,0
187,0
188,0
189,0
190,0
191,1
192,0
193,1
194,0
195,0
196,0
197,0
198,1
199,1
200,1
201,1
202,0
203,1
204,1
205,1
206,1
207,0
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,0
217,1
218,0
219,0
220,0
221,1
222,0
223,1
224,0
225,1
226,0
227,0
228,0
229,1
230,1
231,1
232,0
233,1
234,0
235,1
236,0
237,0
238,0
239,1
240,0
241,0
242,0
243,1
244,1
245,0
246,1
247,0
248,1
249,0
250,1
251,0
252,1
253,1
254,0
255,0
256,1
257,0
258,1
259,1
260,1
261,0
262,1
263,1
264,1
265,0
266,1
267,0
268,1
269,1
270,0
271,1
272,0
273,1
274,0
275,0
276,1
277,0
278,1
279,0
280,0
281,1
282,0
283,1
284,1
285,1
286,1
287,1
288,1
289,0
290,0
291,0
292,0
293,1
294,0
295,0
296,1
297,1
298,0
299,1
300,0
301,1
302,0
303,1
304,1
305,0
306,1
307,1
308,1
309,0
310,1
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,1
319,1
320,0
321,1
