"planning_unit","solution"
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,1
11,1
12,0
13,1
14,0
15,1
16,1
17,0
18,1
19,1
20,0
21,0
22,1
23,0
24,1
25,1
26,1
27,0
28,1
29,1
30,1
31,1
32,1
33,0
34,0
35,1
36,1
37,1
38,0
39,0
40,1
41,0
42,1
43,1
44,1
45,0
46,1
47,1
48,1
49,1
50,0
51,1
52,1
53,1
54,1
55,0
56,0
57,1
58,1
59,1
60,1
61,1
62,1
63,0
64,0
65,1
66,1
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,0
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,0
85,1
86,1
87,1
88,1
89,0
90,1
91,1
92,0
93,0
94,1
95,1
96,1
97,1
98,0
99,0
100,0
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,0
118,1
119,1
120,1
121,1
122,0
123,0
124,1
125,0
126,0
127,1
128,1
129,1
130,1
131,1
132,1
133,0
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,0
148,1
149,0
150,0
151,1
152,1
153,1
154,1
155,0
156,1
157,1
158,1
159,0
160,1
161,0
162,1
163,1
164,1
165,1
166,1
167,0
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,0
180,0
181,1
182,1
183,0
184,0
185,1
186,1
187,0
188,1
189,0
190,1
191,1
192,0
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,0
205,0
206,0
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,0
217,0
218,0
219,1
220,1
221,1
222,1
223,0
224,1
225,1
226,0
227,1
228,0
229,1
230,1
231,0
232,1
233,0
234,0
235,1
236,1
237,1
238,0
239,0
240,0
241,0
242,0
243,1
244,0
245,1
246,1
247,0
248,0
249,0
250,0
251,1
252,0
253,1
254,0
255,1
256,0
257,0
258,1
259,0
260,1
261,0
262,1
263,1
264,0
265,1
266,1
267,0
268,1
269,1
270,1
271,1
272,1
273,1
274,0
275,1
276,0
277,1
278,0
279,1
280,1
281,0
282,0
283,0
284,1
285,1
286,0
287,0
288,1
289,0
290,0
291,1
292,1
293,1
294,0
295,0
296,1
297,1
298,0
299,1
300,0
301,0
302,1
303,0
304,0
305,1
306,0
307,1
308,1
309,0
310,1
311,1
312,1
313,0
314,1
315,1
316,0
317,1
318,0
319,0
320,1
321,1
