"planning_unit","solution"
1,1
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,0
21,0
22,1
23,1
24,0
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,0
33,1
34,1
35,0
36,0
37,1
38,1
39,1
40,0
41,1
42,0
43,1
44,0
45,1
46,1
47,1
48,0
49,1
50,1
51,1
52,0
53,0
54,1
55,1
56,0
57,1
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,0
66,1
67,1
68,1
69,1
70,1
71,1
72,0
73,0
74,1
75,1
76,1
77,1
78,1
79,1
80,0
81,1
82,0
83,0
84,0
85,1
86,1
87,1
88,1
89,1
90,1
91,0
92,1
93,1
94,0
95,1
96,1
97,0
98,1
99,0
100,0
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,0
109,1
110,1
111,1
112,1
113,0
114,1
115,0
116,1
117,1
118,1
119,1
120,1
121,0
122,1
123,0
124,1
125,1
126,1
127,1
128,0
129,1
130,1
131,1
132,0
133,1
134,1
135,0
136,1
137,1
138,0
139,0
140,0
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,0
149,1
150,1
151,1
152,1
153,1
154,0
155,1
156,1
157,0
158,1
159,1
160,1
161,1
162,1
163,1
164,0
165,0
166,0
167,1
168,1
169,0
170,1
171,1
172,1
173,1
174,0
175,1
176,1
177,1
178,0
179,1
180,0
181,1
182,1
183,0
184,1
185,1
186,1
187,1
188,1
189,0
190,1
191,0
192,0
193,1
194,0
195,0
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,0
205,0
206,1
207,1
208,1
209,1
210,0
211,1
212,0
213,0
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,0
222,1
223,1
224,0
225,1
226,1
227,0
228,1
229,1
230,1
231,1
232,0
233,1
234,0
235,1
236,1
237,0
238,1
239,0
240,1
241,1
242,1
243,1
244,0
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,0
267,1
268,0
269,0
270,1
271,0
272,1
273,0
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,0
283,0
284,0
285,1
286,1
287,1
288,1
289,0
290,0
291,1
292,0
293,1
294,1
295,0
296,1
297,0
298,0
299,1
300,1
301,0
302,0
303,0
304,1
305,1
306,0
307,1
308,1
309,0
310,1
311,1
312,0
313,1
314,0
315,1
316,1
317,1
318,1
319,1
320,1
321,0
