"planning_unit","number"
321,9
320,7
319,8
318,7
317,20
316,9
315,9
314,7
313,9
312,6
311,12
310,10
309,7
308,8
307,4
306,8
305,11
304,17
303,10
302,10
301,8
300,10
299,8
298,7
297,11
296,6
295,7
294,8
293,10
292,6
291,7
290,7
289,10
288,10
287,8
286,10
285,8
284,11
283,12
282,9
281,4
280,5
279,0
278,7
277,2
276,1
275,9
274,7
273,6
272,2
271,9
270,11
269,13
268,9
267,10
266,7
265,8
264,8
263,11
262,9
261,8
260,7
259,10
258,10
257,5
256,9
255,8
254,4
253,10
252,7
251,5
250,9
249,4
248,4
247,15
246,10
245,4
244,12
243,10
242,11
241,9
240,7
239,8
238,8
237,6
236,5
235,5
234,7
233,6
232,9
231,5
230,3
229,5
228,4
227,11
226,12
225,8
224,9
223,6
222,7
221,7
220,8
219,11
218,1
217,3
216,8
215,9
214,5
213,8
212,7
211,7
210,6
209,9
208,4
207,9
206,8
205,9
204,6
203,5
202,4
201,9
200,3
199,9
198,10
197,12
196,8
195,10
194,9
193,12
192,7
191,5
190,7
189,8
188,9
187,0
186,4
185,2
184,5
183,9
182,3
181,3
180,9
179,10
178,7
177,10
176,9
175,7
174,9
173,9
172,8
171,9
170,8
169,11
168,9
167,9
166,7
165,7
164,7
163,5
162,7
161,8
160,7
159,4
158,10
157,6
156,10
155,9
154,8
153,8
152,9
151,10
150,7
149,7
148,8
147,8
146,10
145,7
144,5
143,20
142,9
141,7
140,11
139,6
138,7
137,10
136,8
135,10
134,10
133,10
132,6
131,3
130,12
129,7
128,7
127,7
126,10
125,7
124,9
123,4
122,10
121,8
120,5
119,6
118,7
117,8
116,9
115,9
114,5
113,12
112,7
111,10
110,9
109,7
108,6
107,7
106,6
105,10
104,7
103,7
102,11
101,8
100,7
99,8
98,8
97,4
96,6
95,12
94,8
93,8
92,8
91,9
90,9
89,4
88,7
87,5
86,6
85,8
84,5
83,10
82,5
81,10
80,11
79,3
78,10
77,10
76,11
75,8
74,9
73,6
72,10
71,8
70,10
69,8
68,7
67,7
66,6
65,4
64,9
63,9
62,7
61,9
60,10
59,9
58,7
57,10
56,9
55,13
54,7
53,10
52,12
51,14
50,10
49,10
48,5
47,8
46,5
45,4
44,7
43,10
42,8
41,8
40,12
39,6
38,9
37,6
36,10
35,1
34,8
33,6
32,5
31,6
30,8
29,7
28,5
27,10
26,6
25,9
24,10
23,9
22,10
21,7
20,11
19,7
18,11
17,11
16,7
15,8
14,9
13,10
12,8
11,1
10,6
9,8
8,5
7,6
6,7
5,20
4,9
3,5
2,6
1,20
