"planning_unit","solution"
1,1
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,0
11,0
12,1
13,1
14,1
15,1
16,0
17,0
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,0
34,0
35,0
36,1
37,0
38,1
39,0
40,0
41,0
42,1
43,1
44,1
45,1
46,0
47,1
48,1
49,0
50,1
51,1
52,1
53,1
54,0
55,0
56,1
57,1
58,1
59,1
60,1
61,1
62,0
63,1
64,0
65,0
66,0
67,1
68,1
69,1
70,1
71,0
72,0
73,1
74,1
75,0
76,1
77,1
78,1
79,1
80,0
81,1
82,1
83,1
84,1
85,1
86,1
87,0
88,1
89,1
90,0
91,1
92,1
93,0
94,0
95,1
96,1
97,1
98,1
99,0
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,0
108,1
109,1
110,1
111,1
112,1
113,0
114,1
115,0
116,1
117,1
118,0
119,1
120,1
121,1
122,0
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,0
134,1
135,0
136,1
137,1
138,1
139,1
140,1
141,1
142,0
143,1
144,0
145,0
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,0
159,1
160,1
161,0
162,0
163,1
164,1
165,0
166,1
167,0
168,1
169,1
170,1
171,1
172,0
173,0
174,0
175,1
176,1
177,0
178,1
179,1
180,0
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,0
190,0
191,1
192,1
193,1
194,1
195,0
196,1
197,1
198,1
199,1
200,1
201,1
202,0
203,1
204,1
205,1
206,0
207,1
208,0
209,1
210,1
211,1
212,1
213,1
214,1
215,0
216,1
217,1
218,1
219,1
220,1
221,1
222,0
223,1
224,0
225,0
226,1
227,1
228,1
229,0
230,1
231,0
232,0
233,0
234,0
235,1
236,0
237,1
238,1
239,0
240,1
241,1
242,0
243,0
244,1
245,0
246,1
247,1
248,1
249,0
250,1
251,1
252,1
253,1
254,1
255,0
256,0
257,1
258,1
259,0
260,1
261,0
262,0
263,1
264,1
265,1
266,1
267,0
268,0
269,1
270,1
271,0
272,1
273,0
274,1
275,1
276,1
277,0
278,0
279,0
280,1
281,1
282,1
283,1
284,0
285,1
286,0
287,0
288,1
289,0
290,1
291,1
292,0
293,1
294,0
295,1
296,1
297,1
298,0
299,1
300,1
301,0
302,1
303,1
304,1
305,0
306,0
307,1
308,0
309,1
310,1
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,1
319,0
320,1
321,1
