"planning_unit","number"
321,0
320,2
319,10
318,0
317,20
316,0
315,1
314,1
313,1
312,0
311,0
310,1
309,0
308,1
307,1
306,0
305,0
304,10
303,0
302,1
301,0
300,2
299,6
298,0
297,1
296,0
295,2
294,1
293,0
292,0
291,1
290,1
289,0
288,2
287,1
286,1
285,0
284,1
283,0
282,0
281,4
280,0
279,6
278,0
277,13
276,18
275,1
274,1
273,0
272,6
271,1
270,0
269,1
268,0
267,5
266,4
265,0
264,0
263,0
262,1
261,5
260,6
259,1
258,0
257,1
256,1
255,3
254,6
253,4
252,8
251,2
250,0
249,2
248,0
247,12
246,3
245,1
244,0
243,0
242,0
241,0
240,0
239,0
238,2
237,2
236,3
235,1
234,0
233,0
232,0
231,2
230,3
229,1
228,3
227,0
226,3
225,0
224,0
223,1
222,0
221,0
220,1
219,0
218,2
217,8
216,1
215,0
214,0
213,0
212,1
211,0
210,1
209,0
208,1
207,0
206,0
205,0
204,0
203,1
202,7
201,2
200,0
199,1
198,8
197,0
196,0
195,1
194,0
193,1
192,0
191,1
190,0
189,4
188,0
187,18
186,7
185,20
184,0
183,0
182,0
181,0
180,0
179,0
178,1
177,0
176,1
175,1
174,0
173,2
172,8
171,1
170,8
169,2
168,1
167,0
166,0
165,0
164,0
163,0
162,2
161,0
160,0
159,0
158,0
157,1
156,0
155,0
154,0
153,1
152,1
151,0
150,1
149,9
148,2
147,2
146,0
145,1
144,2
143,20
142,0
141,0
140,5
139,0
138,0
137,10
136,7
135,1
134,0
133,1
132,1
131,2
130,2
129,1
128,2
127,0
126,0
125,5
124,4
123,0
122,2
121,1
120,10
119,3
118,2
117,1
116,2
115,0
114,11
113,2
112,0
111,0
110,1
109,0
108,0
107,2
106,1
105,4
104,4
103,0
102,0
101,3
100,0
99,1
98,0
97,3
96,0
95,2
94,1
93,0
92,0
91,0
90,4
89,1
88,0
87,0
86,0
85,0
84,0
83,0
82,0
81,0
80,1
79,1
78,3
77,0
76,2
75,0
74,0
73,0
72,0
71,0
70,1
69,4
68,0
67,1
66,19
65,0
64,0
63,1
62,4
61,1
60,1
59,0
58,0
57,1
56,0
55,0
54,1
53,0
52,3
51,0
50,1
49,0
48,1
47,1
46,0
45,0
44,1
43,2
42,0
41,0
40,0
39,2
38,0
37,3
36,0
35,0
34,1
33,7
32,0
31,10
30,0
29,1
28,2
27,2
26,2
25,1
24,2
23,2
22,2
21,1
20,1
19,17
18,1
17,0
16,0
15,0
14,8
13,1
12,2
11,20
10,0
9,1
8,3
7,4
6,3
5,20
4,0
3,1
2,0
1,20
