"planning_unit","solution"
1,1
2,0
3,0
4,0
5,1
6,1
7,0
8,1
9,1
10,0
11,1
12,1
13,0
14,1
15,0
16,0
17,0
18,1
19,1
20,0
21,1
22,0
23,1
24,1
25,1
26,0
27,1
28,1
29,0
30,0
31,1
32,1
33,0
34,1
35,0
36,1
37,1
38,0
39,0
40,0
41,1
42,1
43,1
44,1
45,0
46,0
47,1
48,1
49,0
50,0
51,1
52,0
53,1
54,1
55,0
56,0
57,0
58,0
59,0
60,0
61,1
62,0
63,0
64,0
65,1
66,0
67,1
68,1
69,1
70,1
71,0
72,1
73,1
74,0
75,1
76,0
77,1
78,1
79,0
80,1
81,0
82,0
83,0
84,1
85,0
86,1
87,1
88,1
89,1
90,1
91,1
92,0
93,0
94,1
95,0
96,1
97,1
98,1
99,1
100,0
101,0
102,1
103,1
104,0
105,1
106,1
107,0
108,0
109,0
110,0
111,0
112,1
113,0
114,0
115,1
116,0
117,0
118,0
119,0
120,1
121,1
122,0
123,0
124,1
125,0
126,1
127,0
128,0
129,0
130,0
131,1
132,0
133,0
134,0
135,0
136,1
137,0
138,0
139,1
140,1
141,1
142,0
143,1
144,0
145,0
146,0
147,1
148,1
149,1
150,1
151,0
152,1
153,0
154,1
155,0
156,1
157,1
158,1
159,1
160,1
161,1
162,0
163,0
164,1
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,1
173,0
174,1
175,0
176,0
177,1
178,0
179,0
180,0
181,1
182,1
183,1
184,0
185,0
186,1
187,1
188,0
189,0
190,1
191,0
192,0
193,0
194,1
195,1
196,0
197,1
198,1
199,1
200,1
201,1
202,0
203,1
204,1
205,1
206,1
207,0
208,1
209,1
210,0
211,1
212,1
213,0
214,1
215,0
216,1
217,1
218,0
219,1
220,0
221,0
222,0
223,0
224,1
225,0
226,1
227,1
228,0
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,1
238,0
239,1
240,0
241,1
242,1
243,1
244,1
245,0
246,1
247,1
248,0
249,1
250,0
251,0
252,0
253,0
254,0
255,0
256,1
257,0
258,1
259,1
260,1
261,1
262,1
263,0
264,0
265,0
266,1
267,0
268,0
269,0
270,0
271,0
272,1
273,0
274,1
275,0
276,0
277,1
278,0
279,0
280,1
281,1
282,0
283,0
284,1
285,1
286,1
287,0
288,1
289,1
290,1
291,1
292,1
293,0
294,1
295,0
296,0
297,1
298,0
299,1
300,0
301,1
302,1
303,0
304,0
305,0
306,0
307,1
308,0
309,0
310,1
311,0
312,0
313,0
314,1
315,0
316,1
317,1
318,1
319,0
320,1
321,0
