"planning_unit","solution"
1,1
2,0
3,0
4,0
5,1
6,1
7,0
8,1
9,0
10,1
11,1
12,0
13,1
14,0
15,0
16,1
17,1
18,0
19,1
20,1
21,0
22,0
23,1
24,0
25,0
26,0
27,0
28,1
29,1
30,1
31,1
32,0
33,1
34,0
35,1
36,1
37,0
38,1
39,1
40,0
41,0
42,1
43,0
44,0
45,0
46,0
47,0
48,1
49,0
50,1
51,0
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,0
60,0
61,0
62,1
63,0
64,1
65,0
66,1
67,1
68,0
69,1
70,0
71,1
72,1
73,1
74,0
75,1
76,1
77,0
78,1
79,1
80,0
81,0
82,0
83,0
84,1
85,0
86,0
87,1
88,1
89,1
90,0
91,1
92,0
93,0
94,1
95,0
96,0
97,1
98,0
99,0
100,0
101,1
102,1
103,1
104,1
105,0
106,1
107,1
108,1
109,1
110,1
111,0
112,0
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,0
123,0
124,1
125,1
126,1
127,0
128,1
129,0
130,1
131,1
132,0
133,0
134,1
135,0
136,1
137,1
138,1
139,1
140,0
141,1
142,1
143,1
144,1
145,1
146,0
147,0
148,1
149,0
150,1
151,1
152,1
153,0
154,1
155,1
156,1
157,1
158,1
159,0
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,0
169,1
170,0
171,0
172,1
173,0
174,1
175,1
176,0
177,1
178,0
179,1
180,0
181,1
182,0
183,1
184,0
185,0
186,1
187,1
188,1
189,0
190,0
191,1
192,1
193,0
194,1
195,0
196,1
197,1
198,1
199,0
200,0
201,0
202,1
203,0
204,0
205,1
206,1
207,1
208,1
209,1
210,1
211,0
212,0
213,1
214,0
215,1
216,1
217,0
218,1
219,1
220,0
221,1
222,1
223,0
224,1
225,0
226,1
227,0
228,1
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,1
248,0
249,0
250,0
251,1
252,0
253,1
254,0
255,1
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,1
265,1
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,1
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,1
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,1
312,0
313,0
314,1
315,1
316,0
317,1
318,0
319,0
320,0
321,0
