"planning_unit","solution"
1,1
2,1
3,0
4,0
5,1
6,1
7,0
8,1
9,0
10,0
11,1
12,0
13,1
14,0
15,1
16,0
17,1
18,0
19,1
20,1
21,1
22,1
23,1
24,1
25,0
26,1
27,1
28,0
29,0
30,1
31,0
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,0
43,1
44,1
45,1
46,1
47,1
48,0
49,0
50,1
51,1
52,1
53,1
54,1
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,1
63,0
64,0
65,1
66,1
67,1
68,1
69,0
70,1
71,0
72,0
73,1
74,0
75,1
76,1
77,0
78,1
79,0
80,1
81,0
82,0
83,0
84,1
85,1
86,1
87,0
88,1
89,0
90,1
91,1
92,1
93,1
94,1
95,0
96,0
97,0
98,0
99,0
100,1
101,1
102,1
103,0
104,1
105,1
106,0
107,1
108,1
109,1
110,1
111,1
112,0
113,0
114,1
115,1
116,0
117,0
118,1
119,1
120,1
121,0
122,1
123,0
124,1
125,1
126,1
127,1
128,0
129,1
130,1
131,1
132,0
133,0
134,0
135,1
136,1
137,1
138,1
139,0
140,1
141,0
142,1
143,1
144,0
145,0
146,1
147,0
148,1
149,1
150,1
151,0
152,1
153,1
154,0
155,0
156,1
157,1
158,0
159,0
160,0
161,1
162,1
163,0
164,1
165,0
166,0
167,0
168,1
169,0
170,1
171,1
172,1
173,0
174,0
175,0
176,1
177,1
178,1
179,0
180,0
181,1
182,0
183,0
184,0
185,1
186,1
187,1
188,1
189,1
190,0
191,1
192,0
193,1
194,0
195,0
196,1
197,0
198,0
199,1
200,1
201,0
202,1
203,0
204,0
205,1
206,1
207,0
208,1
209,1
210,0
211,0
212,1
213,0
214,0
215,0
216,1
217,1
218,0
219,0
220,1
221,0
222,0
223,0
224,1
225,0
226,0
227,1
228,1
229,0
230,1
231,1
232,1
233,0
234,0
235,1
236,0
237,0
238,1
239,0
240,0
241,1
242,0
243,1
244,0
245,0
246,0
247,1
248,0
249,0
250,1
251,0
252,1
253,0
254,1
255,0
256,0
257,1
258,1
259,1
260,0
261,1
262,1
263,0
264,1
265,0
266,1
267,0
268,1
269,1
270,1
271,0
272,0
273,0
274,1
275,0
276,1
277,1
278,0
279,0
280,0
281,0
282,1
283,1
284,1
285,1
286,1
287,0
288,0
289,0
290,1
291,1
292,0
293,1
294,0
295,1
296,0
297,1
298,0
299,1
300,1
301,0
302,0
303,1
304,1
305,1
306,0
307,0
308,1
309,1
310,1
311,1
312,0
313,1
314,1
315,0
316,0
317,1
318,1
319,1
320,1
321,0
