"planning_unit","solution"
1,1
2,0
3,0
4,1
5,1
6,0
7,1
8,1
9,1
10,0
11,0
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,1
24,1
25,1
26,1
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,0
38,0
39,0
40,1
41,1
42,0
43,0
44,1
45,1
46,0
47,0
48,1
49,1
50,0
51,1
52,0
53,1
54,1
55,1
56,0
57,1
58,1
59,1
60,0
61,0
62,0
63,1
64,1
65,1
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,1
74,0
75,0
76,1
77,0
78,0
79,1
80,0
81,0
82,0
83,1
84,1
85,1
86,0
87,0
88,0
89,1
90,0
91,0
92,0
93,1
94,1
95,0
96,0
97,0
98,0
99,1
100,0
101,1
102,1
103,0
104,0
105,0
106,1
107,0
108,0
109,0
110,0
111,1
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,1
124,1
125,0
126,0
127,1
128,1
129,0
130,0
131,1
132,0
133,0
134,0
135,0
136,0
137,1
138,0
139,0
140,1
141,0
142,1
143,1
144,0
145,1
146,1
147,0
148,0
149,0
150,1
151,0
152,0
153,0
154,0
155,0
156,0
157,1
158,0
159,0
160,1
161,1
162,1
163,1
164,1
165,0
166,1
167,1
168,0
169,0
170,1
171,1
172,0
173,0
174,0
175,1
176,0
177,1
178,1
179,1
180,1
181,1
182,0
183,1
184,1
185,0
186,0
187,0
188,1
189,1
190,0
191,1
192,1
193,0
194,1
195,1
196,0
197,0
198,1
199,0
200,0
201,1
202,0
203,1
204,0
205,0
206,0
207,0
208,1
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,1
217,1
218,1
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,0
227,1
228,1
229,1
230,0
231,1
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,1
240,0
241,1
242,0
243,0
244,0
245,0
246,0
247,0
248,1
249,1
250,0
251,0
252,1
253,0
254,0
255,1
256,0
257,1
258,1
259,0
260,1
261,1
262,0
263,0
264,0
265,1
266,1
267,0
268,1
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,0
278,0
279,1
280,0
281,0
282,1
283,0
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,0
293,1
294,1
295,1
296,1
297,0
298,1
299,0
300,1
301,0
302,0
303,1
304,1
305,0
306,1
307,0
308,0
309,0
310,0
311,0
312,0
313,1
314,1
315,1
316,0
317,1
318,0
319,0
320,0
321,1
