"planning_unit","number"
321,14
320,20
319,20
318,9
317,20
316,12
315,16
314,9
313,10
312,9
311,14
310,15
309,12
308,9
307,12
306,13
305,7
304,14
303,9
302,14
301,11
300,16
299,13
298,9
297,15
296,19
295,9
294,17
293,11
292,14
291,8
290,7
289,14
288,19
287,20
286,12
285,11
284,16
283,8
282,10
281,19
280,14
279,20
278,10
277,20
276,20
275,12
274,15
273,13
272,20
271,10
270,10
269,9
268,9
267,19
266,14
265,12
264,15
263,13
262,15
261,20
260,20
259,9
258,10
257,14
256,17
255,11
254,20
253,20
252,20
251,15
250,17
249,15
248,20
247,11
246,11
245,15
244,13
243,20
242,10
241,18
240,19
239,12
238,17
237,19
236,20
235,14
234,10
233,11
232,11
231,16
230,20
229,19
228,19
227,10
226,19
225,11
224,9
223,14
222,15
221,12
220,12
219,15
218,20
217,20
216,15
215,12
214,19
213,9
212,4
211,18
210,14
209,14
208,15
207,10
206,11
205,7
204,11
203,12
202,20
201,16
200,20
199,12
198,15
197,10
196,19
195,6
194,13
193,12
192,11
191,12
190,10
189,12
188,10
187,20
186,20
185,20
184,14
183,12
182,13
181,19
180,12
179,9
178,15
177,10
176,10
175,11
174,11
173,12
172,20
171,15
170,20
169,7
168,11
167,13
166,16
165,15
164,12
163,12
162,16
161,12
160,17
159,17
158,12
157,12
156,8
155,11
154,8
153,12
152,15
151,15
150,14
149,20
148,13
147,16
146,20
145,17
144,15
143,20
142,16
141,11
140,10
139,9
138,8
137,20
136,19
135,8
134,17
133,11
132,11
131,11
130,20
129,17
128,13
127,6
126,12
125,20
124,20
123,15
122,18
121,11
120,20
119,17
118,11
117,15
116,12
115,12
114,20
113,16
112,20
111,11
110,18
109,17
108,6
107,11
106,16
105,20
104,10
103,14
102,16
101,19
100,10
99,13
98,14
97,11
96,16
95,14
94,19
93,17
92,15
91,13
90,20
89,15
88,13
87,18
86,19
85,20
84,13
83,5
82,12
81,15
80,8
79,12
78,19
77,13
76,20
75,13
74,13
73,12
72,16
71,15
70,10
69,12
68,16
67,10
66,20
65,17
64,15
63,8
62,20
61,10
60,20
59,12
58,14
57,11
56,11
55,11
54,13
53,12
52,17
51,14
50,15
49,8
48,12
47,16
46,13
45,18
44,8
43,13
42,11
41,11
40,13
39,20
38,11
37,18
36,9
35,18
34,15
33,20
32,12
31,20
30,16
29,16
28,19
27,20
26,13
25,12
24,11
23,20
22,11
21,12
20,11
19,20
18,19
17,11
16,9
15,13
14,20
13,20
12,14
11,20
10,14
9,17
8,20
7,20
6,18
5,20
4,12
3,12
2,9
1,20
