"planning_unit","number"
321,12
320,2
319,4
318,1
317,20
316,3
315,8
314,5
313,0
312,0
311,0
310,0
309,1
308,0
307,0
306,0
305,4
304,4
303,1
302,1
301,0
300,2
299,8
298,0
297,0
296,0
295,6
294,0
293,1
292,1
291,1
290,1
289,1
288,0
287,0
286,2
285,0
284,2
283,2
282,2
281,2
280,1
279,0
278,0
277,2
276,3
275,0
274,0
273,0
272,4
271,1
270,5
269,1
268,0
267,2
266,2
265,3
264,1
263,1
262,2
261,5
260,2
259,1
258,3
257,1
256,0
255,9
254,0
253,2
252,1
251,1
250,2
249,1
248,2
247,5
246,3
245,1
244,1
243,3
242,2
241,4
240,1
239,6
238,7
237,4
236,1
235,5
234,1
233,1
232,2
231,4
230,3
229,3
228,3
227,2
226,7
225,5
224,3
223,1
222,4
221,11
220,5
219,4
218,6
217,10
216,7
215,6
214,7
213,5
212,11
211,3
210,6
209,7
208,7
207,8
206,7
205,6
204,6
203,5
202,7
201,10
200,6
199,1
198,15
197,4
196,9
195,2
194,6
193,4
192,5
191,6
190,13
189,3
188,10
187,8
186,8
185,12
184,7
183,7
182,8
181,11
180,8
179,6
178,7
177,5
176,7
175,6
174,9
173,9
172,7
171,11
170,14
169,8
168,8
167,9
166,9
165,11
164,4
163,12
162,5
161,11
160,10
159,11
158,4
157,4
156,9
155,7
154,11
153,11
152,8
151,8
150,12
149,9
148,9
147,8
146,7
145,10
144,9
143,20
142,12
141,8
140,12
139,8
138,10
137,11
136,10
135,8
134,1
133,8
132,8
131,11
130,6
129,9
128,14
127,6
126,8
125,10
124,10
123,12
122,11
121,9
120,9
119,6
118,5
117,14
116,5
115,10
114,8
113,10
112,4
111,10
110,7
109,5
108,5
107,9
106,6
105,8
104,9
103,6
102,10
101,9
100,7
99,5
98,5
97,7
96,7
95,7
94,14
93,11
92,5
91,8
90,6
89,4
88,5
87,9
86,5
85,7
84,9
83,9
82,6
81,7
80,5
79,8
78,4
77,4
76,3
75,5
74,2
73,5
72,8
71,4
70,7
69,7
68,5
67,3
66,5
65,2
64,4
63,8
62,8
61,4
60,3
59,4
58,4
57,5
56,6
55,6
54,5
53,4
52,6
51,7
50,4
49,5
48,7
47,3
46,5
45,2
44,5
43,4
42,4
41,4
40,6
39,5
38,7
37,3
36,1
35,7
34,4
33,1
32,4
31,2
30,7
29,7
28,6
27,6
26,6
25,4
24,4
23,3
22,5
21,4
20,6
19,5
18,7
17,3
16,5
15,4
14,4
13,2
12,2
11,4
10,5
9,2
8,4
7,3
6,3
5,20
4,4
3,0
2,0
1,20
