"planning_unit","number"
321,1
320,1
319,6
318,2
317,20
316,2
315,2
314,1
313,2
312,0
311,0
310,0
309,2
308,1
307,1
306,0
305,0
304,11
303,0
302,0
301,0
300,1
299,6
298,3
297,0
296,1
295,2
294,5
293,0
292,4
291,1
290,0
289,0
288,3
287,1
286,0
285,0
284,1
283,2
282,1
281,3
280,0
279,5
278,0
277,20
276,20
275,0
274,0
273,1
272,4
271,0
270,2
269,0
268,0
267,5
266,1
265,0
264,1
263,0
262,0
261,12
260,2
259,0
258,1
257,1
256,1
255,7
254,5
253,2
252,4
251,1
250,1
249,3
248,2
247,15
246,1
245,2
244,0
243,0
242,0
241,3
240,1
239,1
238,3
237,2
236,0
235,0
234,1
233,1
232,0
231,2
230,6
229,5
228,3
227,1
226,0
225,1
224,2
223,2
222,1
221,2
220,3
219,0
218,2
217,17
216,1
215,0
214,0
213,0
212,0
211,0
210,0
209,0
208,4
207,0
206,0
205,0
204,2
203,3
202,9
201,1
200,2
199,1
198,5
197,3
196,0
195,1
194,0
193,0
192,1
191,1
190,0
189,2
188,1
187,13
186,7
185,20
184,1
183,1
182,0
181,2
180,0
179,0
178,0
177,0
176,1
175,0
174,0
173,0
172,1
171,2
170,5
169,0
168,0
167,3
166,0
165,1
164,1
163,0
162,2
161,0
160,0
159,1
158,1
157,1
156,1
155,0
154,0
153,2
152,1
151,0
150,0
149,4
148,1
147,0
146,0
145,0
144,0
143,20
142,2
141,0
140,4
139,0
138,0
137,2
136,0
135,1
134,0
133,0
132,0
131,0
130,0
129,2
128,1
127,0
126,0
125,6
124,3
123,0
122,3
121,4
120,3
119,3
118,0
117,0
116,0
115,2
114,0
113,1
112,0
111,0
110,3
109,0
108,2
107,2
106,0
105,0
104,4
103,0
102,0
101,1
100,1
99,3
98,1
97,0
96,4
95,1
94,0
93,1
92,0
91,0
90,0
89,0
88,1
87,0
86,1
85,0
84,2
83,0
82,1
81,1
80,1
79,0
78,1
77,2
76,0
75,5
74,0
73,0
72,2
71,0
70,1
69,1
68,1
67,0
66,8
65,0
64,2
63,1
62,1
61,4
60,1
59,0
58,0
57,0
56,0
55,0
54,1
53,0
52,7
51,0
50,0
49,3
48,2
47,0
46,0
45,0
44,3
43,0
42,1
41,0
40,0
39,0
38,1
37,1
36,2
35,0
34,1
33,2
32,0
31,3
30,1
29,2
28,1
27,0
26,5
25,0
24,8
23,2
22,1
21,0
20,0
19,13
18,0
17,1
16,0
15,1
14,1
13,2
12,1
11,20
10,0
9,2
8,4
7,5
6,5
5,20
4,1
3,3
2,2
1,20
