"planning_unit","solution"
1,1
2,1
3,1
4,0
5,1
6,1
7,1
8,0
9,0
10,1
11,0
12,0
13,0
14,0
15,1
16,1
17,1
18,0
19,1
20,0
21,1
22,1
23,1
24,0
25,1
26,1
27,0
28,0
29,0
30,1
31,0
32,1
33,1
34,1
35,0
36,0
37,1
38,1
39,1
40,1
41,0
42,0
43,0
44,1
45,1
46,1
47,1
48,0
49,0
50,0
51,1
52,0
53,0
54,1
55,0
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,1
64,0
65,0
66,1
67,0
68,1
69,1
70,0
71,1
72,0
73,1
74,1
75,1
76,1
77,0
78,0
79,1
80,1
81,1
82,1
83,0
84,0
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,0
93,1
94,1
95,0
96,0
97,0
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,0
106,1
107,0
108,1
109,1
110,1
111,0
112,1
113,1
114,1
115,0
116,1
117,1
118,1
119,1
120,1
121,0
122,1
123,1
124,1
125,1
126,1
127,0
128,0
129,1
130,1
131,1
132,0
133,0
134,1
135,0
136,0
137,0
138,0
139,1
140,0
141,0
142,1
143,1
144,0
145,1
146,1
147,1
148,0
149,1
150,1
151,1
152,1
153,1
154,0
155,0
156,0
157,0
158,1
159,0
160,0
161,1
162,0
163,0
164,1
165,1
166,0
167,1
168,1
169,1
170,0
171,1
172,1
173,0
174,0
175,1
176,1
177,1
178,0
179,0
180,1
181,0
182,0
183,0
184,1
185,0
186,0
187,0
188,1
189,1
190,0
191,1
192,0
193,1
194,0
195,0
196,0
197,0
198,1
199,0
200,1
201,0
202,0
203,1
204,1
205,1
206,1
207,0
208,1
209,0
210,0
211,1
212,1
213,1
214,0
215,0
216,1
217,0
218,0
219,1
220,1
221,1
222,0
223,0
224,1
225,1
226,1
227,0
228,1
229,1
230,0
231,0
232,0
233,0
234,1
235,1
236,0
237,1
238,0
239,1
240,1
241,0
242,1
243,1
244,1
245,1
246,1
247,1
248,0
249,1
250,0
251,1
252,0
253,0
254,0
255,1
256,1
257,1
258,0
259,1
260,0
261,1
262,0
263,1
264,1
265,1
266,0
267,1
268,1
269,1
270,1
271,1
272,0
273,1
274,1
275,1
276,0
277,0
278,1
279,0
280,1
281,1
282,1
283,0
284,1
285,0
286,1
287,1
288,1
289,0
290,1
291,1
292,1
293,1
294,0
295,0
296,0
297,0
298,1
299,1
300,1
301,0
302,1
303,1
304,1
305,0
306,0
307,0
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,0
319,1
320,0
321,1
