id,name,sepdistance,sepnum,spf,target,target2,targetocc,type
1,BIORE_102,0.0,0.0,1000,111056428.06524,0.0,0.0,0.0
2,BIORE_103,0.0,0.0,1000,213197082.166299,0.0,0.0,0.0
3,BIORE_114,0.0,0.0,1000,746665780.128168,0.0,0.0,0.0
4,BIORE_116,0.0,0.0,1000,145211448.600232,0.0,0.0,0.0
5,BIORE_117,0.0,0.0,1000,501694534.627578,0.0,0.0,0.0
6,BIORE_118,0.0,0.0,1000,283242187.381411,0.0,0.0,0.0
7,BIORE_119,0.0,0.0,1000,376396272.76833904,0.0,0.0,0.0
8,BIORE_121,0.0,0.0,1000,1170071012.65741,0.0,0.0,0.0
9,BIORE_13,0.0,0.0,1000,6062635.47856132,0.0,0.0,0.0
10,BIORE_132,0.0,0.0,1000,551448418.822755,0.0,0.0,0.0
11,BIORE_142,0.0,0.0,1000,501908512.96668303,0.0,0.0,0.0
12,BIORE_147,0.0,0.0,1000,352533215.34420896,0.0,0.0,0.0
13,BIORE_15,0.0,0.0,1000,8931772.45103414,0.0,0.0,0.0
14,BIORE_16,0.0,0.0,1000,6001996.15570199,0.0,0.0,0.0
15,BIORE_23,0.0,0.0,1000,13102763.391318198,0.0,0.0,0.0
16,BIORE_26,0.0,0.0,1000,148175890.094612,0.0,0.0,0.0
17,BIORE_27,0.0,0.0,1000,227195960.353977,0.0,0.0,0.0
18,BIORE_29,0.0,0.0,1000,3456201.35484875,0.0,0.0,0.0
19,BIORE_3,0.0,0.0,1000,102797716.068924,0.0,0.0,0.0
20,BIORE_4,0.0,0.0,1000,23853801.5406614,0.0,0.0,0.0
21,self_recruit_demo_pu,0.0,0.0,1000,0.0,0.0,0.0,0.0
22,fa_donors_demo_pu,0.0,0.0,1000,2.351372845176926,0.0,0.0,0.0
23,aa_donors_demo_pu,0.0,0.0,1000,3.693742369214103,0.0,0.0,0.0
24,google_demo_pu,0.0,0.0,1000,0.4999999999999998,0.0,0.0,0.0
25,fa_recipients_demo_pu,0.0,0.0,1000,2.3513728451769254,0.0,0.0,0.0
26,eig_vect_cent_demo_pu,0.0,0.0,1000,19.518285544396836,0.0,0.0,0.0
27,aa_recipients_demo_pu,0.0,0.0,1000,3.6937423692141023,0.0,0.0,0.0
28,out_degree_demo_pu,0.0,0.0,1000,32193.0,0.0,0.0,0.0
29,in_degree_demo_pu,0.0,0.0,1000,32193.0,0.0,0.0,0.0
30,between_cent_demo_pu,0.0,0.0,1000,311821.9999999998,0.0,0.0,0.0
