"planning_unit","solution"
0,0
1,0
2,1
3,0
4,0
5,1
6,0
7,1
8,1
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,1
17,1
18,0
19,1
20,0
21,0
22,0
23,0
24,1
25,1
26,1
27,0
28,0
29,0
30,0
31,0
32,1
33,1
34,0
35,1
36,1
37,0
38,0
39,1
40,1
41,0
42,0
43,0
44,1
45,0
46,1
47,1
48,1
49,0
50,0
51,0
52,1
53,0
54,0
55,1
56,0
57,0
58,0
59,0
60,0
61,1
62,0
63,1
64,0
65,0
66,1
67,0
68,0
69,0
70,0
71,0
72,1
73,0
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,0
86,0
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,0
95,0
96,1
97,1
98,0
99,1
100,0
101,0
102,0
103,0
104,1
105,1
106,1
107,1
108,1
109,0
110,1
111,0
112,0
113,0
114,1
115,1
116,1
117,1
118,1
119,0
120,0
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,0
130,1
131,1
132,1
133,0
134,0
135,0
136,1
137,1
138,1
139,1
140,1
141,0
142,1
143,1
144,0
145,1
146,1
147,0
148,1
149,0
150,1
151,0
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,0
163,1
164,0
165,0
166,0
167,0
168,0
169,1
170,1
171,0
172,0
173,0
174,0
175,1
176,1
177,0
178,1
179,1
180,1
181,0
182,1
183,0
184,0
185,0
186,0
187,1
188,0
189,0
190,1
191,0
192,0
193,1
194,0
195,0
196,1
197,0
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,1
206,1
207,0
208,1
209,0
210,1
211,1
212,1
213,0
214,0
215,0
216,0
217,0
218,1
219,1
220,0
221,1
222,1
223,0
224,1
225,1
226,0
227,1
228,1
229,1
230,0
231,0
232,0
233,0
234,1
235,1
236,0
237,0
238,1
239,1
240,1
241,0
242,0
243,0
244,1
245,0
246,0
247,0
248,1
249,1
250,1
251,0
252,1
253,0
254,1
255,0
256,0
257,0
258,0
259,1
260,1
261,0
262,0
263,0
264,0
265,0
266,0
267,1
268,0
269,1
270,0
271,0
272,0
273,0
274,1
275,0
276,0
277,0
278,1
279,1
280,0
281,0
282,0
283,0
284,0
285,1
286,0
287,1
288,0
289,1
290,1
291,1
292,1
293,1
294,1
295,0
296,0
297,0
298,1
299,0
300,1
301,0
302,0
303,0
304,1
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,1
313,1
314,0
315,0
316,0
317,0
318,1
319,0
320,0
321,0
322,0
323,1
324,1
325,0
326,1
327,0
328,1
329,0
330,0
331,1
332,1
333,0
334,1
335,1
336,0
337,1
338,0
339,0
340,1
341,1
342,0
343,1
344,1
345,1
346,0
347,1
348,0
349,1
350,1
351,1
352,1
353,0
354,1
355,1
356,0
357,0
358,1
359,1
360,0
361,0
362,0
363,1
364,1
365,1
366,0
367,0
368,0
369,0
370,1
371,0
372,0
373,0
374,1
375,0
376,1
377,1
378,1
379,1
380,0
381,1
382,0
383,1
384,0
385,0
386,1
387,0
388,0
389,0
390,1
391,0
392,0
393,1
394,1
395,1
396,1
397,1
398,1
399,0
400,0
401,0
402,0
403,1
404,1
405,1
406,1
407,0
408,0
409,1
410,1
411,1
412,0
413,1
414,1
415,0
416,0
417,0
418,1
419,0
420,0
421,1
422,0
423,0
424,0
425,1
426,1
427,1
428,1
429,0
430,1
431,0
432,0
433,1
434,0
435,1
436,0
437,1
438,0
439,0
440,1
441,0
442,1
443,0
444,0
445,0
446,0
447,0
448,0
449,1
450,0
451,0
452,0
453,1
454,1
455,0
456,1
457,0
458,0
459,1
460,0
461,1
462,0
463,0
464,1
465,0
466,0
467,0
468,0
469,1
470,0
471,0
472,1
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,1
482,0
483,0
484,1
485,0
486,1
487,1
488,0
489,1
490,0
491,1
492,0
493,1
494,0
495,0
496,0
497,0
498,1
499,0
500,1
501,1
502,1
503,1
504,1
505,1
506,0
507,0
508,0
509,0
510,1
511,1
512,0
513,0
514,1
515,0
516,0
517,0
518,1
519,1
520,1
521,1
522,0
523,0
524,0
525,0
526,0
527,1
528,0
529,0
530,1
531,0
532,0
533,1
534,1
535,0
536,1
537,0
538,1
539,1
540,0
541,1
542,0
543,0
544,1
545,0
546,1
547,1
548,1
549,0
550,1
551,0
552,0
553,0
554,1
555,0
556,0
557,1
558,1
559,1
560,1
561,0
562,1
563,1
564,0
565,0
566,0
567,0
568,0
569,0
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,0
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,0
588,0
589,1
590,1
591,0
592,0
593,0
594,0
595,1
596,0
597,1
598,1
599,0
600,1
601,1
602,0
603,0
604,1
605,1
606,0
607,1
608,1
609,1
610,0
611,0
612,1
613,1
614,1
615,1
616,1
617,0
618,0
619,0
620,0
621,1
622,0
623,1
624,1
625,1
626,1
627,1
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,1
637,1
638,1
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,1
647,0
648,0
649,1
650,0
651,0
652,0
