habitat,id1,id2,value
BIORE_102,24,42,0.786045086888213
BIORE_102,24,61,0.0883174177310541
BIORE_102,24,70,0.0483073342590577
BIORE_102,24,79,0.0274711048494565
BIORE_102,24,80,0.0240446427246233
BIORE_102,24,99,0.0126636853638952
BIORE_102,24,133,0.00687538318220252
BIORE_102,24,143,0.0062753450014977
BIORE_102,42,24,0.724790657397597
BIORE_102,42,61,0.122310923644978
BIORE_102,42,70,0.0638639415710795
BIORE_102,42,79,0.0324967900224788
BIORE_102,42,80,0.0277674234526505
BIORE_102,42,99,0.0143365961041341
BIORE_102,42,133,0.00757016322167548
BIORE_102,42,143,0.00686350458540665
BIORE_102,61,24,0.0456600876653745
BIORE_102,61,42,0.0685788969138608
BIORE_102,61,70,0.689838587045592
BIORE_102,61,79,0.0953794667606181
BIORE_102,61,80,0.0683285902303258
BIORE_102,61,99,0.0189935902250548
BIORE_102,61,133,0.0070403358508346
BIORE_102,61,143,0.00618044530833948
BIORE_102,70,24,0.0212766278382831
BIORE_102,70,42,0.0305056521997414
BIORE_102,70,61,0.587688009108322
BIORE_102,70,79,0.20249349654897
BIORE_102,70,80,0.120240633344972
BIORE_102,70,99,0.0238133391783534
BIORE_102,70,133,0.0074985583677555
BIORE_102,70,143,0.00648368341360255
BIORE_102,79,24,0.00424281057563639
BIORE_102,79,42,0.00544318194455339
BIORE_102,79,61,0.0284932525696131
BIORE_102,79,70,0.0710066250628495
BIORE_102,79,80,0.866645740441727
BIORE_102,79,99,0.0174936473476554
BIORE_102,79,133,0.00362124159648221
BIORE_102,79,143,0.00305350046148325
BIORE_102,80,24,0.00384322245674828
BIORE_102,80,42,0.00481335229382824
BIORE_102,80,61,0.021124638070016
BIORE_102,80,70,0.0436353762990987
BIORE_102,80,79,0.896894344767636
BIORE_102,80,99,0.0222786676614345
BIORE_102,80,133,0.00403056830979156
BIORE_102,80,143,0.00337983014144623
BIORE_102,99,24,0.0250138748053718
BIORE_102,99,42,0.0307115532319297
BIORE_102,99,61,0.0725667287315247
BIORE_102,99,70,0.106795126195437
BIORE_102,99,79,0.223729736599518
BIORE_102,99,80,0.275316905873771
BIORE_102,99,133,0.152397809919297
BIORE_102,99,143,0.113468264643151
BIORE_102,133,24,0.00198020058603471
BIORE_102,133,42,0.00236457117800591
BIORE_102,133,61,0.00392206941530088
BIORE_102,133,70,0.00490343394107312
BIORE_102,133,79,0.00675293020958768
BIORE_102,133,80,0.00726275456652485
BIORE_102,133,99,0.0222213348089485
BIORE_102,133,143,0.950592705294524
BIORE_102,143,24,0.00182461318058936
BIORE_102,143,42,0.00216428275850743
BIORE_102,143,61,0.00347586251347888
BIORE_102,143,70,0.0042802119665907
BIORE_102,143,79,0.00574848859940938
BIORE_102,143,80,0.00614824096528203
BIORE_102,143,99,0.0167027027939005
BIORE_102,143,133,0.959655597222242
BIORE_103,5,7,1
BIORE_103,7,5,1
BIORE_114,82,88,0.490643896076215
BIORE_114,82,92,0.110126345621658
BIORE_114,82,100,0.0828164508228353
BIORE_114,82,102,0.0667046091775276
BIORE_114,82,104,0.0707162211701561
BIORE_114,82,107,0.0611943741850268
BIORE_114,82,122,0.0179829164362936
BIORE_114,82,129,0.0146148529373955
BIORE_114,82,135,0.0134268727476177
BIORE_114,82,140,0.0122670102215153
BIORE_114,82,154,0.00767184325636922
BIORE_114,82,155,0.0075102004316898
BIORE_114,82,156,0.00752179338241681
BIORE_114,82,157,0.00754328050000873
BIORE_114,82,159,0.00722059015802815
BIORE_114,82,160,0.00724550105524818
BIORE_114,82,169,0.00498765507347191
BIORE_114,82,188,0.00234219666476335
BIORE_114,82,222,0.000986999036846173
BIORE_114,82,225,0.000916913705863077
BIORE_114,82,227,0.00090464749343334
BIORE_114,82,269,0.000476222406778371
BIORE_114,82,273,0.000449486401533181
BIORE_114,82,293,0.000372195719933411
BIORE_114,82,295,0.000363454051505001
BIORE_114,82,299,0.000348871095776243
BIORE_114,82,300,0.000350385717437898
BIORE_114,82,304,0.000330755648150857
BIORE_114,82,305,0.000331134231299558
BIORE_114,82,306,0.000331699295268899
BIORE_114,82,307,0.000331990351438196
BIORE_114,82,308,0.00032427536662262
BIORE_114,82,310,0.000322987356014613
BIORE_114,82,311,0.000321372203861304
BIORE_114,88,82,0.287822896062597
BIORE_114,88,92,0.231602665254348
BIORE_114,88,100,0.135254901251549
BIORE_114,88,102,0.0988664214988105
BIORE_114,88,104,0.0887651459859799
BIORE_114,88,107,0.0665131424708914
BIORE_114,88,122,0.0156976247497862
BIORE_114,88,129,0.0121491002547509
BIORE_114,88,135,0.0106663291900099
BIORE_114,88,140,0.00967208872456413
