habitat,id1,id2,value
mean,1,1,0
mean,1,2,0.199769478082427
mean,1,3,0.0365098963091126
mean,1,4,0.0355946294590181
mean,1,5,8.02210977824205e-21
mean,1,6,0.828040611967349
mean,1,7,0.039326894974487
mean,1,8,0.576429507529512
mean,1,9,0.283860340614719
mean,1,10,0.0437299663670237
mean,1,11,0.452544990307606
mean,1,12,0.0146013991852469
mean,1,13,0.0100482013887677
mean,1,14,0.00705788686828255
mean,1,15,0.00284668028285502
mean,1,16,0
mean,1,17,0.0350894960405963
mean,1,18,0.00211417316223604
mean,1,19,0
mean,1,20,0.0130444205038051
mean,1,21,0.022620844507175
mean,1,22,0
mean,1,23,0.00152229267226688
mean,1,24,0
mean,1,25,0.00709579908941765
mean,1,26,0
mean,1,27,0.00140331520527147
mean,1,28,0.00895758254529738
mean,1,29,0.00403217119167255
mean,1,30,0.00518642878523529
mean,1,31,0.00887456759564551
mean,1,32,0.00127896788697883
mean,1,33,0.00188992595331388
mean,1,34,0
mean,1,35,0.000891463304436405
mean,1,36,0
mean,1,37,0.000784824020256467
mean,1,38,0.00420085319954105
mean,1,39,0.00562995030022809
mean,1,40,0.00426136279986926
mean,1,41,0
mean,1,42,0
mean,1,43,0
mean,1,44,0
mean,1,45,0.000632092338486966
mean,1,46,0
mean,1,47,0
mean,1,48,0
mean,1,49,0
mean,1,50,0.00235272269963914
mean,1,51,0
mean,1,52,0.000535949826651737
mean,1,53,0
mean,1,54,0
mean,1,55,0
mean,1,56,0
mean,1,57,0
mean,1,58,0
mean,1,59,0
mean,1,60,0.000469093207568512
mean,1,61,0
mean,1,62,0.000422701302526688
mean,1,63,0
mean,1,64,0.000829992748388743
mean,1,65,0.000404900371546615
mean,1,66,0.000418214516002036
mean,1,67,0.000867868281247961
mean,1,68,0.000931984359491749
mean,1,69,0.000713908887390025
mean,1,70,0
mean,1,71,0
mean,1,72,0
mean,1,73,0.000635209962371343
mean,1,74,0
mean,1,75,0.000686129992556364
mean,1,76,0
mean,1,77,0.000643219655347947
mean,1,78,0
mean,1,79,0
mean,1,80,0
mean,1,81,0.000568708241305138
mean,1,82,0
mean,1,83,0.000529729237056736
mean,1,84,0.000576356060911602
mean,1,85,0.000552875731033457
mean,1,86,0.000565859701850645
mean,1,87,0.000285172018605438
mean,1,88,0
mean,1,89,0.00027718439680715
mean,1,90,0.000106795320054547
mean,1,91,0.000438042446857367
mean,1,92,0
mean,1,93,9.9467702874998e-05
mean,1,94,9.60236662308516e-05
mean,1,95,0.000425848783336176
mean,1,96,0.000434423048440678
mean,1,97,0.000354858389217587
mean,1,98,0.000367976797494975
mean,1,99,0
mean,1,100,0
mean,1,101,0.000397628089730545
mean,1,102,0
mean,1,103,0.000207148457511983
mean,1,104,0
mean,1,105,8.36460567624956e-05
mean,1,106,0.000390926919769387
mean,1,107,0
mean,1,108,0.000330630975179657
mean,1,109,0.000355135570893883
mean,1,110,7.57486498142218e-05
mean,1,111,0.000333106805811346
mean,1,112,0.000317221890299887
mean,1,113,7.13946441476622e-05
mean,1,114,0.000324968890862194
mean,1,115,6.6562629411998e-05
mean,1,116,0.00027907928916909
mean,1,117,0.000274014561442913
mean,1,118,6.5217586202982e-05
mean,1,119,6.37811356956305e-05
mean,1,120,0.000292927450372825
mean,1,121,6.08204403696789e-05
mean,1,122,0
mean,1,123,6.005604532324e-05
mean,1,124,0.000278390980532415
mean,1,125,5.82076280596675e-05
mean,1,126,0.000252824096458771
mean,1,127,0.000241733413639191
mean,1,128,0.000233491347293453
mean,1,129,0
mean,1,130,5.41534771682391e-05
mean,1,131,0.000255060530148387
mean,1,132,0.0002306469671873
mean,1,133,0
mean,1,134,0.000235717054814606
mean,1,135,0
mean,1,136,0.000240410666664487
mean,1,137,0.000250070608124851
mean,1,138,5.25237980204294e-05
mean,1,139,5.16454042451281e-05
mean,1,140,0
mean,1,141,0.000218515929254493
mean,1,142,5.07982005188063e-05
mean,1,143,0
mean,1,144,0.000215156342025584
mean,1,145,0.000218934169336711
mean,1,146,0.000211838194506117
mean,1,147,0.000225805622021891
mean,1,148,4.74374592962202e-05
mean,1,149,0.00021984420295673
mean,1,150,0.000212421441792856
mean,1,151,4.58877158779641e-05
mean,1,152,0.000189012859767017
mean,1,153,0.000218798673989476
mean,1,154,0
mean,1,155,0
mean,1,156,0
mean,1,157,0
mean,1,158,4.24361074516698e-05
mean,1,159,0
mean,1,160,0
mean,1,161,4.21848490206664e-05
mean,1,162,0.000179064704410829
mean,1,163,3.96580032426242e-05
mean,1,164,3.83892878395469e-05
mean,1,165,3.87062179334214e-05
mean,1,166,3.73582940247245e-05
mean,1,167,0.000163751432086943
mean,1,168,0.000150768508232437
mean,1,169,0
mean,1,170,3.42538272792831e-05
mean,1,171,0.00014112645648151
mean,1,172,3.28687079537601e-05
mean,1,173,0.000129885820262961
mean,1,174,3.20315007795606e-05
mean,1,175,0.000130325823309101
mean,1,176,0.000132803863340799
mean,1,177,0.000125810290065122
mean,1,178,7.3733592682567e-05
mean,1,179,0.000124395944475016
mean,1,180,0.00012265796301247
mean,1,181,0.000116635292292244
mean,1,182,2.69536428089017e-05
mean,1,183,0.000117269047959503
mean,1,184,0.000108921960263665
mean,1,185,0.000109065557795882
mean,1,186,9.82740753002359e-05
mean,1,187,9.9674110367838e-05
mean,1,188,0
mean,1,189,0
mean,1,190,0
mean,1,191,0
mean,1,192,0
mean,1,193,0
mean,1,194,0
mean,1,195,0
mean,1,196,0
mean,1,197,0
mean,1,198,0
mean,1,199,0
mean,1,200,0
mean,1,201,0
mean,1,202,0
mean,1,203,0
mean,1,204,0
mean,1,205,0
mean,1,206,0
mean,1,207,0
mean,1,208,0
mean,1,209,0
mean,1,210,0
mean,1,211,0
mean,1,212,0
mean,1,213,0
mean,1,214,0
mean,1,215,0
mean,1,216,0
mean,1,217,0
mean,1,218,0
mean,1,219,0
mean,1,220,0
mean,1,221,0
mean,1,222,0
mean,1,223,0
mean,1,224,0
mean,1,225,0
mean,1,226,0
mean,1,227,0
mean,1,228,0
mean,1,229,0
mean,1,230,0
mean,1,231,0
mean,1,232,0
mean,1,233,0
mean,1,234,0
mean,1,235,0
mean,1,236,0
mean,1,237,0
mean,1,238,0
mean,1,239,0
mean,1,240,0
mean,1,241,0
mean,1,242,0
mean,1,243,0
mean,1,244,0
mean,1,245,0
mean,1,246,0
mean,1,247,0
mean,1,248,0
mean,1,249,0
mean,1,250,0
mean,1,251,0
mean,1,252,0
mean,1,253,0
mean,1,254,0
mean,1,255,0
mean,1,256,0
mean,1,257,0
mean,1,258,0
mean,1,259,0
mean,1,260,0
mean,1,261,0
mean,1,262,0
mean,1,263,0
mean,1,264,0
mean,1,265,0
mean,1,266,0
mean,1,267,0
mean,1,268,0
mean,1,269,0
mean,1,270,0
mean,1,271,0
mean,1,272,0
mean,1,273,0
mean,1,274,0
mean,1,275,0
mean,1,276,0
mean,1,277,0
mean,1,278,0
mean,1,279,0
mean,1,280,0
mean,1,281,0
mean,1,282,0
mean,1,283,0
mean,1,284,0
mean,1,285,0
mean,1,286,0
mean,1,287,0
mean,1,288,0
mean,1,289,0
mean,1,290,0
mean,1,291,0
mean,1,292,0
mean,1,293,0
mean,1,294,0
mean,1,295,0
mean,1,296,0
mean,1,297,0
mean,1,298,0
mean,1,299,0
mean,1,300,0
mean,1,301,0
mean,1,302,0
mean,1,303,0
mean,1,304,0
mean,1,305,0
mean,1,306,0
mean,1,307,0
mean,1,308,0
mean,1,309,0
mean,1,310,0
mean,1,311,0
mean,1,312,0
mean,1,313,0
mean,1,314,0.000613373886446431
mean,1,315,0.000125139147189038
mean,1,316,0
