species,pu,amount
1,1,133320000.0
3,1,60000.0
7,1,4020000.0
18,1,30000.0
23,1,13.620999999999999
26,1,0.0015235894210410272
1,2,320000.0
22,2,8.3302
26,2,0.0032000000000028867
1,3,9320000.0
22,3,8.6618
26,3,0.003200000000000441
3,4,970000.0
25,4,60.361999999999995
26,4,0.0015413533050668855
3,5,3870000.0
11,5,10000.0
24,5,15.702
26,5,0.00048000000000251113
3,6,5290000.0
7,6,50860000.0
22,6,7.7194
26,6,0.0030428115233115307
3,7,6940000.0
7,7,12800000.0
23,7,13.579
26,7,0.0022582968608656465
1,8,8780000.0
7,8,3620000.0
22,8,7.7926
26,8,0.002241589598388827
1,9,4660000.0
13,9,10000.0
23,9,10.844000000000001
26,9,0.002646724077411811
1,10,12590000.0
23,10,14.357999999999999
26,10,0.0040287113138761516
1,11,500000.0
7,11,130380000.0
15,11,30000.0
25,11,81.516
26,11,0.003237061667762788
1,12,650000.0
21,12,6.5392
26,12,0.0038080693303846197
1,13,3380000.0
13,13,10000.0
23,13,12.564
26,13,0.0024355497829484387
1,14,42870000.0
22,14,9.2043
26,14,0.001722161221803186
1,15,7190000.0
23,15,11.169
26,15,0.0016294106911018146
6,16,780000.0
21,16,6.8135
26,16,0.0036948388117528665
6,17,3950000.0
7,17,3790000.0
23,17,10.139
26,17,0.002977355783079054
1,18,12350000.0
24,18,21.708000000000002
26,18,0.0031187699014099584
6,19,16410000.0
15,19,10000.0
22,19,8.5641
26,19,0.005053952514356425
7,20,10250000.0
15,20,10000.0
21,20,6.495
26,20,0.0026469016476289593
7,21,4620000.0
22,21,9.0988
26,21,0.0017486494852590245
6,22,160000.0
15,22,10000.0
22,22,9.5666
26,22,0.004625123568866387
1,23,2040000.0
22,23,8.5626
26,23,0.0034049110958011574
4,24,1000000.0
22,24,8.9177
26,24,0.002251985623385453
7,25,5620000.0
15,25,10000.0
21,25,6.5915
26,25,0.002681590362785341
6,26,14170000.0
22,26,7.936
26,26,0.0033565374242074393
1,27,55370000.0
26,27,0.0037315270172196824
7,28,7300000.0
21,28,5.0027
26,28,0.003232278193420767
7,29,15000000.0
15,29,20000.0
22,29,7.7906
26,29,0.0023870410554141506
7,30,1910000.0
23,30,14.332
26,30,0.0030966945306620595
7,31,39700000.0
23,31,14.102
26,31,0.003263615656586253
1,32,21580000.0
24,32,16.326
26,32,0.0036999820602209147
1,33,3670000.0
7,33,148310000.0
23,33,13.468
26,33,0.0020300329856755444
6,34,6100000.0
24,34,19.915
26,34,0.0028619610128176177
1,35,11740000.0
23,35,14.852
26,35,0.002301854726213423
6,36,1310000.0
23,36,12.550999999999998
26,36,0.0019551591211313395
1,37,22020000.0
23,37,10.039
26,37,0.0024016022529249246
7,38,810000.0
15,38,10000.0
22,38,8.4154
26,38,0.0031786309116867088
7,39,10880000.0
23,39,12.17
26,39,0.0049062659047027874
7,40,11100000.0
23,40,14.079
26,40,0.002936490931627801
6,41,590000.0
22,41,7.6762
26,41,0.0031318742708359246
4,42,510000.0
23,42,10.345999999999998
26,42,0.0013096403039232296
4,43,680000.0
24,43,18.384
26,43,0.002044752231223453
4,44,560000.0
21,44,6.7612
26,44,0.0034171136099934787
1,45,19850000.0
24,45,18.454
26,45,0.002097752181883318
6,46,1040000.0
23,46,14.458
26,46,0.005494479385871913
6,47,3910000.0
21,47,6.0431
26,47,0.005086598473153125
4,48,640000.0
21,48,5.4875
26,48,0.003075838701043041
6,49,900000.0
22,49,7.4501
26,49,0.00343367712379375
7,50,1160000.0
21,50,5.9987
26,50,0.0012001992973148428
6,51,1610000.0
15,51,10000.0
26,51,0.004918424630692412
1,52,13480000.0
13,52,20000.0
21,52,6.4603
26,52,0.0021626452176588245
6,53,1060000.0
26,53,0.003179159170743353
6,54,70000.0
21,54,5.4256
26,54,0.00658692018462937
6,55,80000.0
26,55,0.004474349712485661
6,56,370000.0
22,56,9.0915
26,56,0.0051505171043223445
6,57,570000.0
22,57,8.5508
26,57,0.0044609294093959475
6,58,70000.0
21,58,5.0356
26,58,0.0058182326867958125
6,59,320000.0
21,59,5.0
26,59,0.003151692220360393
1,60,10290000.0
22,60,9.3991
26,60,0.002450255824286661
4,61,3280000.0
24,61,18.055999999999997
26,61,0.0015937613954986342
1,62,6820000.0
22,62,7.4775
26,62,0.005330586020266515
6,63,1110000.0
22,63,7.5019
26,63,0.0010202449728302619
7,64,490000.0
21,64,5.9356
26,64,0.002228382110240839
1,65,1000000.0
26,65,0.0050730884244214085
1,66,101070000.0
7,66,370000.0
13,66,20000.0
21,66,6.8459
26,66,0.0010443919541638415
7,67,8560000.0
21,67,5.0
26,67,0.0026017796110704857
7,68,11960000.0
21,68,6.4759
26,68,0.002081588638267624
7,69,680000.0
21,69,5.9562
26,69,0.003249614543092002
4,70,250000.0
21,70,5.0
26,70,0.0009751141204728182
6,71,40000.0
26,71,0.005686163312300239
6,72,100000.0
24,72,20.0
26,72,0.0057132046556589945
7,73,190000.0
23,73,13.857999999999999
26,73,0.0025138849768192397
6,74,420000.0
23,74,10.318
26,74,0.0027775831088203717
7,75,720000.0
22,75,8.4053
26,75,0.0038212018828223397
6,76,9950000.0
23,76,10.124
26,76,0.004716495371268343
7,77,4570000.0
22,77,7.3968
26,77,0.00399650988604721
6,78,3080000.0
14,78,10000.0
24,78,26.239
26,78,0.004382394284475274
4,79,130000.0
24,79,20.136
26,79,0.0034359092840675924
4,80,110000.0
25,80,35.13
26,80,0.0027917805458691014
7,81,5410000.0
14,81,10000.0
21,81,6.6823
26,81,0.004139020077981761
6,82,180000.0
24,82,29.458000000000002
26,82,0.0008420011532842864
7,83,1180000.0
24,83,22.616999999999997
26,83,0.0033288919985016287
7,84,1190000.0
23,84,11.505
26,84,0.0035952583558027857
7,85,4960000.0
24,85,25.42
26,85,0.004423672864505872
7,86,10640000.0
24,86,25.316
26,86,0.0034794831051384615
1,87,1240000.0
23,87,14.675
26,87,0.005174246598030996
4,88,70000.0
23,88,13.338
26,88,0.00048000000000251113
1,89,2060000.0
23,89,11.87
26,89,0.005348595858034242
1,90,19110000.0
19,90,10000.0
24,90,15.277000000000001
26,90,0.002863948730858682
7,91,290000.0
24,91,18.561
26,91,0.002506678215831485
6,92,1350000.0
25,92,32.281
26,92,0.0017874933301352226
1,93,2370000.0
21,93,6.9211
26,93,0.002863829426402572
1,94,15040000.0
23,94,14.294
26,94,0.0026019801228753447
7,95,7990000.0
21,95,6.8559
26,95,0.003611986037491557
7,96,2100000.0
22,96,8.4835
26,96,0.0030653963582716725
7,97,2030000.0
22,97,7.4982
26,97,0.0038165706748132635
7,98,3290000.0
21,98,5.1066
26,98,0.003477940146114948
4,99,300000.0
22,99,7.8885
